"ID_REF"    "CD4T_Cxcr5+Bcl6+_1"	"CD4T_Cxcr5+Bcl6+_2"	"CD4T_Cxcr5-Bcl6-_1"	"CD4T_Cxcr5-Bcl6-_2"	"CD4T_Cxcr5+Bcl6-_1"	"CD4T_Cxcr5+Bcl6-_2"
10407921	10.53638	10.66808	10.86331	10.46421	10.77977	10.70826
10407924	9.45615	9.52272	9.511162	9.484959	9.5585	9.540768
10407926	10.53638	10.66808	10.86331	10.46421	10.77977	10.70826
10407929	7.792791	7.573724	7.564624	7.768902	7.545588	7.649018
10407940	6.831408	7.152058	8.549292	8.399589	7.785923	7.64459
10407946	9.41987	9.634075	9.199165	8.557565	9.424641	9.252449
10407955	8.909181	8.982798	8.053577	8.093723	8.566227	8.528868
10407964	5.396402	5.569489	5.604498	5.514289	5.505876	5.54142
10407982	6.352133	6.553045	6.283891	6.512393	6.127408	6.489519
10407985	5.23754	5.270757	5.119487	5.329702	5.084986	4.907148
10407993	12.30925	12.19569	12.60412	12.55418	12.45894	12.45259
10407995	6.461069	6.726801	6.500572	6.30941	6.214053	6.281028
10407997	5.175003	5.144517	4.872336	5.010931	5.202602	5.008626
10407999	5.394066	5.458234	5.234641	5.401032	5.326431	5.333803
10408006	8.876874	8.34202	8.846686	8.936641	8.759205	8.861675
10408008	8.627429	7.782043	8.291127	8.336702	8.376607	8.523379
10408010	9.592587	9.780575	9.841442	9.725687	9.770299	9.793701
10408024	7.261451	7.22847	7.035191	6.789615	7.114248	6.787453
10408032	9.799208	9.981254	10.10876	9.981751	9.987514	9.8895
10408037	5.636111	5.645751	5.572126	5.679252	5.588482	5.551339
10408042	7.928026	8.163359	7.645628	7.782552	7.788254	7.543391
10408044	11.70749	11.76342	11.96034	11.76266	12.01952	11.89674
10408047	5.8678	5.466197	5.550367	5.53716	5.691906	5.553492
10408049	8.94824	9.204251	9.200839	9.179966	9.17466	9.152671
10408056	6.950595	7.100461	6.371998	6.683904	6.542392	6.413132
10408058	7.378733	7.314775	6.850705	7.255879	7.037608	6.960572
10408060	7.399823	7.517111	7.260207	7.475981	7.280254	7.282585
10408062	7.822465	7.865297	7.470765	7.550426	7.345347	7.508604
10408064	7.137695	7.125904	6.978713	7.177415	7.051918	6.915643
10408066	7.444805	7.518753	7.025335	7.306168	7.167481	7.20728
10408068	6.754335	6.568836	6.397196	6.67025	6.498049	6.34377
10408070	13.93651	13.77549	13.36116	13.4307	13.83536	13.87596
10408072	13.92267	14.00051	13.52623	13.68184	14.08839	14.13746
10408074	14.0331	14.07547	13.7423	13.857	14.0948	14.14996
10408077	12.83933	12.82693	12.26827	12.39448	12.96845	12.91537
10408081	11.81614	11.54732	10.98934	11.07367	12.06149	12.03384
10408083	14.32661	14.38364	14.04586	14.0536	14.52468	14.51575
10408085	13.82806	13.88853	13.39226	13.55691	13.98688	14.02536
10408087	13.44751	13.31638	12.91202	12.98537	13.30116	13.41136
10408092	14.02547	14.08342	13.73143	13.83933	14.10248	14.15996
10408094	13.85586	13.92761	13.43274	13.60168	14.04536	14.07786
10408097	7.7616	7.57115	7.699531	7.69536	7.767834	7.577936
10408111	13.90029	13.96997	13.49493	13.65034	14.06302	14.10615
10408113	9.126966	9.204297	8.756669	8.899938	9.086761	9.162804
10408118	13.78749	13.86281	13.39232	13.5353	13.95263	14.0059
10408121	9.460322	9.244622	9.2202	9.400368	9.213369	9.309314
10408123	5.213686	5.071322	5.009649	5.109201	4.911811	5.049239
10408125	6.297361	6.064435	5.786044	5.875638	5.760077	5.673905
10408127	4.833809	4.792345	4.722544	4.664544	4.907732	4.671431
10408130	8.420482	8.674382	7.284764	7.612733	7.135437	7.2657
10408132	7.061299	7.147325	6.425811	6.453077	6.351044	6.482022
10408134	8.217826	8.312117	7.278085	7.494403	7.381304	7.175689
10408136	4.654593	4.868969	4.441427	4.29869	4.167216	4.286544
10408138	6.280612	6.419561	5.634539	5.681344	5.792664	5.555963
10408140	4.528492	4.724226	4.374537	4.443905	4.352548	4.240064
10408142	5.522294	5.522458	5.212197	5.139826	5.239734	5.055474
10408144	7.729735	7.869273	7.151005	7.386312	7.237194	7.271709
10408146	7.019271	6.55687	6.191926	6.498107	6.133309	5.926688
10408148	8.545806	8.829865	7.666636	7.781547	7.54212	7.634891
10408150	4.685112	4.59287	4.668834	4.635499	4.605577	4.590421
10408152	6.173864	6.107738	5.780331	5.610629	5.722565	5.760841
10408154	5.600083	5.550426	5.425151	5.534379	5.267982	5.585324
10408156	6.726247	6.69471	6.33803	6.438109	6.29471	6.27754
10408158	4.662553	4.652688	4.625864	4.694698	4.495394	4.63861
10408160	4.989752	4.942447	4.951001	5.10465	5.189842	5.080179
10408162	8.68252	8.751373	9.218758	8.720905	9.032994	8.948986
10408168	9.438938	9.270117	10.26231	9.912652	10.00563	9.680674
10408173	6.594479	6.359099	6.24969	6.460045	6.431145	6.256743
10408175	6.749966	6.776769	6.565625	6.575797	6.530196	6.632149
10408185	5.939718	5.965515	5.785618	5.977443	5.88261	5.876295
10408197	11.92315	11.50033	10.9907	11.09504	11.79286	11.76285
10408200	11.82612	11.78987	11.07434	11.41632	11.84799	12.26651
10408202	14.30202	14.35736	14.01832	14.02701	14.50536	14.49559
10408204	5.134795	5.094219	5.142147	4.766869	5.402377	5.459033
10408210	13.78009	13.6346	13.16112	13.23454	13.70134	13.75834
10408212	8.714015	8.658003	8.221342	8.403307	8.944666	8.877992
10408220	5.77413	6.196893	5.804439	5.80211	5.823216	5.697023
10408223	5.486268	5.617488	5.388436	5.428864	6.030868	5.14154
10408225	9.873286	9.661593	9.551842	9.449709	10.06584	10.3459
10408227	7.135831	7.075137	7.20626	6.936888	7.097662	7.025713
10408239	14.3561	14.40609	14.09898	14.09131	14.53466	14.52369
10408241	4.5722	4.516943	4.515033	4.6468	4.439452	4.370117
10408243	13.99694	14.08076	13.73436	13.84923	14.09475	14.15859
10408246	14.32163	14.39331	14.06099	14.06487	14.50377	14.51372
10408249	8.809665	9.045666	8.380814	8.544464	8.326258	8.394421
10408251	6.876106	6.403883	6.389227	6.628799	6.459923	6.63592
10408266	8.093692	7.721368	7.527996	7.359252	7.903306	7.957045
10408268	5.873153	5.898127	5.562002	5.623123	5.547856	5.583745
10408280	7.550042	7.346045	8.268698	8.075663	7.539247	7.516165
10408321	7.285955	7.441082	7.165476	7.052492	7.740792	7.542457
10408329	7.487173	7.256228	8.29324	8.014374	8.170307	7.926278
10408331	9.498433	9.583162	8.781437	8.486642	9.200754	9.069649
10408335	6.553718	6.741563	6.656032	6.740063	6.895578	7.018995
10408346	8.349079	8.741417	8.478346	8.583668	8.362364	8.707939
10408348	9.154973	9.467144	9.629588	9.543036	9.516557	9.452975
10408359	7.115151	7.01663	6.748101	7.034769	6.900899	6.767193
10408364	8.579081	8.472807	8.66857	8.611574	8.652641	8.537229
10408367	7.227949	7.234073	7.025092	7.214973	7.02581	7.179179
10408372	4.520029	4.436766	4.64563	4.488894	4.54732	4.549657
10408379	4.888343	4.866717	4.897799	4.957264	4.880904	4.899335
10408386	5.227718	4.908418	4.765375	4.977112	4.842138	4.852424
10408395	5.052203	5.117227	5.026221	5.114505	5.1213	5.066711
10408402	5.654084	5.92153	5.41859	5.69718	5.674961	5.601903
10408412	4.859387	4.74971	4.870497	4.865906	4.895811	4.788027
10408420	5.019703	5.105046	4.777272	4.942789	4.862125	4.833089
10408429	4.618144	4.759279	4.724179	4.693779	4.664183	4.668242
10408436	5.240374	5.380502	5.097063	5.23848	5.202353	5.163047
10408444	5.223799	5.841155	5.305867	5.518258	5.539288	5.480435
10408450	7.962365	8.193079	8.403517	8.431814	7.852053	7.910182
10408455	10.18556	10.12947	10.21248	10.19859	10.28749	10.19177
10408475	7.493917	7.688456	7.683622	7.835242	7.666229	7.865956
10408477	8.707458	8.665485	9.055519	8.845407	9.284014	9.136889
10408485	5.010921	4.898534	4.872387	4.855302	4.849452	4.811905
10408487	8.735735	8.923847	9.53553	9.479222	9.368026	9.243448
10408490	11.33452	11.4908	11.41319	11.31699	11.37931	11.2726
10408519	7.870787	7.919716	7.733041	7.833615	7.794087	7.735349
10408523	7.885923	7.797376	7.694676	7.979276	7.831021	7.86499
10408525	6.122491	6.219646	6.301909	6.288321	6.346008	6.177125
10408529	7.575363	8.062815	7.820247	7.931324	7.673424	7.682787
10408531	8.607645	8.771457	9.367708	9.241481	9.312528	9.199856
10408541	5.604602	5.853921	5.316484	5.517327	5.538723	5.415776
10408543	5.945053	5.72818	5.70248	5.839833	5.70549	5.644804
10408555	9.849777	9.775418	9.662411	9.876726	9.661093	9.780336
10408557	7.196906	7.101103	7.545631	7.090705	8.10852	8.056324
10408565	5.316931	5.245484	5.185318	5.292188	5.11031	5.277703
10408572	4.784155	4.831429	5.42182	5.109065	5.056181	4.9116
10408574	12.42078	12.11269	11.26094	11.6293	11.19777	11.36708
10408576	5.702336	5.578256	5.53507	5.556528	5.520465	5.484019
10408585	4.354098	4.395945	4.335568	4.394199	4.373044	4.304818
10408593	5.947279	5.879418	5.842863	5.908621	5.784908	5.967988
10408600	8.658537	8.775595	8.199305	7.870967	8.33577	7.988835
10408610	10.85572	10.9394	9.106956	9.092193	9.509833	9.490181
10408613	10.85571	11.01296	8.947755	8.816693	9.517532	9.488759
10408616	7.509349	7.672282	7.499884	7.670446	7.357178	7.373299
10408629	7.455384	7.611739	8.219102	8.136815	8.532646	8.478466
10408636	6.269099	6.16517	6.232746	6.256812	6.177875	6.186332
10408638	6.520623	6.220034	6.401066	6.70211	6.41251	6.37018
10408647	6.220133	6.418041	6.337052	6.264865	6.191033	6.208671
10408656	8.946877	9.061699	8.868799	8.546894	9.330465	9.083589
10408666	6.484373	6.531727	7.999187	7.689993	7.480309	7.564394
10408677	10.50457	10.42808	10.60913	10.36653	10.3316	10.17008
10408684	11.73141	11.71211	11.97975	11.98892	11.83287	11.8411
10408687	12.33286	12.09599	11.5677	11.47902	11.79769	11.79503
10408689	7.325028	7.580083	9.490551	9.052369	8.43047	8.276325
10408693	6.571372	6.546487	6.572717	6.842221	6.53078	6.595603
10408709	11.89172	11.76349	12.50235	12.33015	12.335	12.23655
10408723	5.89455	5.829821	6.284956	6.216681	5.92721	5.881999
10408739	8.213574	7.949512	8.119268	8.165908	8.206938	8.244793
10408741	9.264663	9.522673	10.31387	10.13482	10.09807	9.928853
10408755	8.740683	8.898832	8.629141	8.164532	8.779506	8.609444
10408762	10.63926	10.82874	12.41566	12.30661	12.01759	11.921
10408767	10.21537	10.38337	9.952175	9.797804	10.08935	10.08788
10408780	5.640718	5.547301	5.521352	5.590875	5.600966	5.503201
10408787	6.404151	6.343938	5.971601	6.462735	6.153627	6.111161
10408789	7.15695	6.887491	6.929624	7.042936	6.93284	6.910922
10408798	6.580232	6.422148	6.171992	6.421903	6.235606	6.238922
10408810	7.394917	7.163479	7.170319	6.97169	7.071527	6.946288
10408812	6.885522	6.716683	6.505971	6.667442	6.587197	6.568786
10408828	7.128854	6.979349	6.78593	6.995275	6.890757	6.905355
10408838	6.29892	6.383165	6.327231	6.407012	6.406516	6.497429
10408848	7.842963	7.183776	7.605422	7.851898	7.567636	7.58603
10408850	10.92	11.15978	11.15571	11.2123	11.24785	11.3019
10408861	6.116625	5.98179	6.036905	6.065348	6.038314	6.116371
10408870	8.425886	8.345338	8.368833	8.157681	8.853321	8.730982
10408879	9.061386	9.25539	10.74577	10.75896	10.36658	10.41055
10408882	11.18157	11.26692	11.04811	10.9085	11.06318	11.02304
10408898	7.564205	7.498534	7.633785	7.579825	7.689932	7.713606
10408900	8.302514	7.797813	7.781982	8.086319	8.004649	7.925883
10408902	10.52824	10.55605	10.62201	10.484	10.5573	10.38121
10408915	9.175784	9.145882	9.262268	9.077431	9.126532	9.202195
10408926	3.868088	3.761735	4.029397	4.07043	3.939545	3.942543
10408928	7.545358	7.250908	7.163129	7.389865	7.27953	7.221888
10408932	7.982609	8.094686	7.825839	7.826482	7.877058	7.868798
10408935	10.05349	10.36273	9.407183	9.125453	10.09305	10.2615
10408937	10.68811	10.8277	10.15032	10.20077	10.82486	10.84446
10408947	5.944011	6.043776	5.953605	6.152941	6.014545	5.981444
10408950	7.061021	6.847874	6.713649	6.858147	6.93903	6.790903
10408952	12.25969	12.30595	12.33833	12.35371	12.27987	12.28424
10408975	8.043055	8.166809	7.993299	7.956326	8.193108	8.111896
10409014	10.24551	10.26297	10.35351	10.71025	10.13367	10.23215
10409016	10.0622	9.655172	9.682361	9.809402	9.629367	9.736177
10409021	7.061774	7.226491	7.773461	7.566047	7.792124	7.56799
10409031	10.97123	11.05471	10.89699	10.96108	11.1318	11.1155
10409044	7.382143	7.19787	7.262759	7.467268	7.330241	7.405883
10409053	10.68042	10.79538	9.563603	9.616283	10.22595	10.31028
10409059	9.525519	9.38552	9.734476	9.216618	9.228612	8.875864
10409061	6.297606	6.722681	6.943251	6.806326	6.46385	6.538565
10409063	7.471313	7.485309	7.407173	7.414917	7.052077	7.347117
10409065	7.82036	7.68315	7.775301	7.8746	7.606757	7.807378
10409076	10.50473	10.67054	10.3609	10.53228	10.35936	10.39202
10409099	11.7133	11.85329	11.67331	11.78787	11.67953	11.72856
10409118	7.597038	7.63987	7.374853	7.518486	7.622856	7.379744
10409152	9.881075	9.855247	9.233301	9.311902	9.450008	9.510855
10409162	9.560232	9.54302	8.340641	8.519742	9.133367	9.196051
10409170	9.761952	9.831225	9.177757	9.047295	9.536343	9.58803
10409190	7.010023	7.113197	6.656797	6.333719	7.55405	7.484773
10409200	13.90777	13.80431	13.70614	13.78529	13.87224	13.88263
10409202	9.742434	9.625986	9.332401	9.078243	8.9905	9.110142
10409204	8.896509	8.950556	9.051503	8.979059	8.961065	8.94904
10409206	7.571509	7.547345	8.799142	8.312177	8.056645	8.097292
10409208	6.864995	6.835533	6.359966	6.50948	6.396086	6.334303
10409212	7.440932	7.181443	7.090248	7.047314	7.011494	6.973934
10409214	5.129124	4.968456	4.994814	5.347157	5.072018	5.068243
10409216	5.129124	4.968456	4.994814	5.347157	5.072018	5.068243
10409218	7.414608	7.438385	6.78388	7.179276	6.939112	6.956993
10409220	13.92438	13.90556	13.43872	13.58127	13.99845	14.03997
10409222	7.158357	6.972032	6.816909	7.02416	6.930409	7.002031
10409236	8.876489	9.056036	9.078989	9.152391	9.057299	9.084475
10409240	11.15196	11.36118	11.32116	11.45986	11.52879	11.54397
10409259	8.708761	8.095961	8.399452	8.492417	8.348078	8.12632
10409261	7.446187	7.346038	7.354913	7.505486	7.35616	7.439684
10409265	9.615516	9.613646	9.654288	9.458326	9.688183	9.632273
10409276	8.478027	8.698769	8.822237	8.979197	8.893021	8.949492
10409278	9.844473	9.922902	10.46014	10.35621	10.32169	10.38707
10409282	8.080829	7.991431	7.656295	8.010139	7.80888	7.838572
10409294	11.54813	11.55032	11.69545	11.44221	11.59599	11.47535
10409311	6.327204	6.355039	6.179607	6.288927	6.355272	6.329101
10409314	6.956588	6.940202	6.791713	6.932272	6.929167	6.727074
10409319	8.154452	7.777862	7.744694	7.966468	7.792417	7.753714
10409322	11.33191	11.37475	12.03135	11.93686	11.95724	11.71836
10409330	10.86752	10.8535	11.09121	10.99661	11.14164	11.07472
10409338	11.25819	11.2291	12.55453	12.37421	12.25657	12.25037
10409345	9.023713	9.24349	9.969463	10.00316	9.424019	9.447005
10409352	10.7805	10.9805	10.93809	11.15336	10.728	10.78546
10409365	6.526449	6.364655	6.376836	6.57625	6.432693	6.433406
10409369	8.026739	7.878306	7.536672	7.882287	7.668689	7.797099
10409376	6.98337	6.848085	7.044079	7.012007	6.958785	6.785801
10409396	9.926031	10.03385	10.02403	9.897703	10.03347	9.871384
10409414	9.735054	9.869242	9.700299	9.69548	9.717325	9.737783
10409424	8.843691	8.763457	8.268058	8.544855	8.924408	8.772419
10409434	11.31114	11.39672	11.75241	11.69173	11.73163	11.6868
10409445	8.229514	7.796215	7.917321	7.952143	7.89535	7.984568
10409449	7.706074	7.442537	7.366316	7.445973	7.245985	7.361113
10409464	8.091083	7.981988	8.026822	8.125937	7.876509	7.932708
10409486	8.925396	9.113557	8.10867	8.214957	8.604465	8.532865
10409502	8.788811	8.673574	8.479401	8.592262	8.399008	8.572466
10409508	10.79424	10.86582	11.20537	11.06919	11.08038	11.049
10409526	9.764921	9.831519	9.252199	9.486533	9.463957	9.519409
10409539	7.662639	7.509257	7.148417	7.186591	7.161917	7.17835
10409541	6.550651	6.442594	6.557722	6.520974	6.528653	6.466592
10409543	7.110364	7.065464	7.301204	7.185509	7.130951	7.151618
10409545	5.698765	5.422397	5.691715	5.972385	5.667522	5.39196
10409547	6.318642	6.391891	6.145302	6.433162	6.300013	6.35199
10409551	7.443502	7.30014	7.290305	7.545282	7.375994	7.624627
10409557	12.03392	11.90654	12.33352	11.99779	12.41064	12.15668
10409567	7.307472	7.318915	7.440593	7.692985	7.24297	7.210387
10409575	7.445275	7.292591	7.034644	7.32509	7.224132	7.143646
10409579	7.477085	7.280582	7.215564	7.34462	7.236057	7.253045
10409586	7.221694	6.969954	7.569527	7.602543	7.382998	7.414665
10409592	6.23287	6.149618	6.157444	6.318631	6.230493	6.104293
10409599	8.843815	8.855457	8.675769	8.750972	8.602493	8.72229
10409602	6.708598	6.570731	6.579412	6.612533	6.463673	6.416475
10409616	7.796456	7.617045	7.373357	7.639992	7.446344	7.572199
10409629	8.975652	8.920977	9.164875	9.096985	9.095146	9.083988
10409643	9.331639	9.262041	9.916516	9.936405	9.672796	9.811174
10409645	11.18924	11.27647	11.63419	11.54353	11.40108	11.37828
10409660	7.221516	7.455765	7.237714	7.464537	7.586976	7.425322
10409666	5.998608	6.146278	6.239511	6.291467	6.113694	6.289029
10409684	10.7226	10.82988	11.39326	11.17381	11.30726	11.06124
10409689	13.08151	12.97993	13.11022	12.98202	13.03739	12.96974
10409709	10.12962	10.17134	10.80336	10.56422	9.910543	10.04032
10409711	7.109384	7.579473	7.257389	7.323738	7.000908	7.226316
10409713	6.863351	6.829611	6.622902	6.636161	6.543849	6.501617
10409734	6.340548	6.244322	6.18727	6.267448	6.292806	6.189128
10409737	10.24165	10.41456	10.48403	10.3608	10.35052	10.34351
10409767	8.1528	8.119679	7.977171	7.830728	8.299837	8.159733
10409779	7.288325	7.077265	6.732368	6.975059	6.779555	6.815068
10409786	7.598334	7.411311	7.101624	7.575535	7.438128	7.320574
10409790	7.300091	7.296939	7.17293	7.281553	7.092992	7.235291
10409796	6.433829	6.214926	5.943037	6.131822	6.125123	6.142627
10409799	9.767261	9.722076	10.09712	9.8918	9.835463	9.867949
10409804	10.92103	11.17847	11.02095	10.91396	11.06484	11.0493
10409833	7.827075	7.932449	7.739228	7.964722	7.701021	7.900043
10409840	6.3641	6.304414	5.909522	6.052675	6.197639	6.14018
10409848	7.389499	7.061073	7.165153	7.298676	7.260005	7.337051
10409857	6.265299	6.140487	6.212578	6.176818	6.375259	6.27433
10409866	6.92253	7.051527	7.395002	7.003135	7.27537	7.178405
10409869	4.545091	4.597782	4.624303	4.568847	4.499115	4.554118
10409876	5.885683	6.599338	7.152882	6.586779	7.078521	6.90813
10409881	5.221889	5.276046	5.448903	5.213663	5.212543	5.15837
10409887	5.267654	5.181549	5.134577	5.213506	5.106372	5.027588
10409896	5.227118	5.107015	5.29648	5.362051	5.309632	5.153381
10409905	6.557512	6.33307	6.519641	6.70936	6.355795	6.44506
10409915	5.78766	5.769119	5.740287	5.771819	5.74656	5.786329
10409924	4.963962	4.904692	4.946292	5.057051	4.766153	5.005489
10409934	5.524461	5.396161	5.44657	5.533521	5.376507	5.495924
10409943	5.634499	5.672649	5.62932	5.606941	5.66056	5.581709
10409955	6.215704	6.153063	6.085091	6.11869	6.012905	6.01713
10409966	7.151943	7.455798	6.551635	6.584538	6.411446	6.499681
10409968	12.80786	12.84352	13.01168	13.05313	12.89134	12.95771
10409970	9.473276	9.411278	9.025304	8.704	9.419241	9.398888
10409978	8.777633	8.879946	8.305321	8.215219	8.735777	8.67524
10409986	11.45062	11.37475	11.45273	11.25119	11.44226	11.295
10409988	10.16752	10.0967	10.9852	11.11131	10.53466	10.84722
10409990	8.403485	8.534959	8.500507	8.417281	8.587979	8.726336
10409992	7.797188	7.559995	7.536539	7.546262	7.765746	7.755497
10409994	6.024158	6.111498	5.822998	5.715732	6.349991	6.317816
10409999	7.529319	7.335717	7.363441	7.422899	7.301284	7.437336
10410007	5.68639	5.542883	5.626917	5.65304	5.447181	5.465352
10410016	7.762887	7.925001	8.444521	8.122646	8.184618	8.194613
10410039	9.847889	10.09294	9.750347	9.775268	9.81475	9.83422
10410063	13.53209	13.49067	13.66328	13.65562	13.65511	13.65689
10410065	5.426099	5.500007	5.600095	5.653641	5.469516	5.382707
10410078	9.515326	9.72111	8.762322	8.448078	9.355713	9.22093
10410092	10.08263	10.11879	9.736086	9.581446	10.17765	10.13111
10410099	9.599902	9.656954	8.695642	8.780428	9.357991	9.361245
10410115	9.4288	9.46274	8.446329	8.159772	9.054128	8.898913
10410124	9.652822	9.751078	10.53807	10.03009	9.130961	8.815951
10410134	7.039929	7.224855	7.109591	7.25948	7.006276	7.105568
10410136	6.898208	6.476239	6.848399	7.027324	6.986008	6.926666
10410138	5.396403	5.19864	5.270208	5.266712	5.414648	5.357379
10410148	7.517721	7.287857	7.158383	7.150867	7.36975	7.38084
10410150	4.873451	4.814142	4.779548	5.001796	4.847146	4.66292
10410152	5.387295	5.425895	5.34193	5.249205	5.42742	5.401052
10410164	7.811828	7.507566	7.19773	7.738019	7.404843	7.364411
10410166	7.007108	6.895376	6.491063	6.683759	6.467023	6.535273
