	TFH_Rep1	TFH_Rep2	TH1_Rep1	TH1_Rep2
Slc20a2	154	267	238	115
Slc22a1	0	1	0	2
Slc22a13	2	2	1	1
Slc22a15	177	324	236	149
Slc22a17	20	10	15	14
Slc22a18	0	0	0	0
Slc22a2	0	0	0	0
Slc22a20	0	0	1	0
Slc22a21	1	1	5	1
Slc22a23	6	9	10	5
Slc22a3	0	1	0	4
Slc22a4	0	0	0	0
Slc22a5	219	346	404	139
Slc22a7	0	0	0	0
Slc23a1	7	5	16	9
Slc23a2	692	1328	1134	739
Slc23a3	0	5	7	8
Slc24a1	0	1	2	0
Slc24a3	1	4	2	3
Slc24a4	0	1	0	0
Slc24a5	15	41	28	23
Slc24a6	182	294	585	454
Slc25a1	308	522	535	338
Slc25a10	230	449	527	267
Slc25a11	1916	2986	3514	1744
Slc25a12	1612	2888	2785	1737
Slc25a13	368	595	366	130
Slc25a14	172	273	321	160
Slc25a15	264	441	354	249
Slc25a16	542	976	812	464
Slc25a17	1122	1846	1505	868
Slc25a18	2	3	9	9
Slc25a19	567	865	933	521
Slc25a2	1	6	7	4
Slc25a20	608	1017	1100	905
Slc25a21	0	0	0	0
Slc25a22	973	1259	1259	543
Slc25a23	254	372	496	231
Slc25a24	647	1179	1947	1742
Slc25a25	312	465	544	452
Slc25a26	84	151	101	60
Slc25a27	26	82	48	31
Slc25a28	222	355	490	261
Slc25a29	15	32	21	11
Slc25a3	4331	8330	11117	6336
Slc25a30	403	659	795	566
Slc25a32	525	960	828	434
Slc25a33	58	128	154	131
Slc25a34	0	0	0	5
Slc25a35	68	110	117	51
Slc25a36	698	1043	696	330
Slc25a37	683	1171	1135	649
Slc25a38	433	857	703	520
Slc25a39	662	1126	1181	692
Slc25a4	1447	2588	2221	2177
Slc25a40	312	610	663	295
Slc25a41	0	0	0	0
Slc25a42	74	141	133	167
Slc25a43	1	8	14	8
Slc25a44	887	1337	1514	840
Slc25a45	432	876	713	280
Slc25a46	1515	2363	2139	993
Slc25a47	13	31	24	8
Slc25a48	0	0	1	0
Slc25a5	7872	14480	9899	5853
Slc26a1	11	19	7	2
Slc26a10	112	131	124	68
Slc26a11	287	479	336	287
Slc26a2	712	1233	793	535
Slc26a4	0	0	0	0
Slc26a6	96	219	227	190
Slc26a9	0	0	0	0
Slc27a1	51	60	72	76
Slc27a2	0	1	1	0
Slc27a3	11	21	13	15
Slc27a4	229	395	656	452
Slc27a5	0	4	2	2
Slc27a6	1	5	2	20
Slc28a1	0	0	0	0
Slc28a2	920	1512	1147	869
Slc28a3	7	5	14	0
Slc29a1	1999	3894	2349	1900
Slc29a2	32	42	37	19
Slc29a3	620	890	663	332
Slc29a4	10	26	46	8
Slc2a1	695	1249	1777	1299
Slc2a10	0	0	0	0
Slc2a12	0	0	0	0
Slc2a13	0	0	0	0
Slc2a2	0	1	0	0
Slc2a3	692	932	1563	1019
Slc2a4	0	4	9	3
Slc2a5	0	0	0	0
Slc2a6	10	24	10	12
Slc2a7	0	0	0	0
Slc2a8	99	197	130	161
Slc2a9	200	278	208	136
Slc30a1	228	361	358	324
Slc30a10	0	1	0	0
Slc30a2	0	0	0	0
Slc30a3	7	6	14	11
Slc30a4	443	800	982	511
Slc30a5	1292	2405	1981	1622
Slc30a6	239	426	486	197
Slc30a7	766	1306	1308	750
Slc30a9	965	1707	1664	1040
Slc31a1	590	1020	1176	506
Slc31a2	67	105	126	85
Slc32a1	0	0	0	1
Slc33a1	391	665	832	441
Slc34a3	0	1	0	0
Slc35a1	480	836	550	444
Slc35a2	311	419	512	314
Slc35a3	1194	2085	2175	1137
Slc35a4	2500	3912	4167	2154
Slc35a5	433	695	723	318
Slc35b1	873	1471	2900	1650
Slc35b2	605	1100	1204	838
Slc35b3	755	1356	1184	722
Slc35b4	1089	1923	1814	1072
Slc35c1	1769	3290	3905	1884
Slc35c2	712	1207	1539	1072
Slc35d1	389	747	707	592
Slc35d2	221	440	603	271
Slc35d3	49	38	122	94
Slc35e1	3301	6238	6080	4052
Slc35e2	1065	1801	1444	975
Slc35e3	105	224	177	154
Slc35e4	7	21	41	18
Slc35f2	398	717	595	603
Slc35f3	0	0	1	0
Slc35f5	42	49	51	23
Slc36a1	820	1177	1541	1378
Slc36a2	0	0	0	0
Slc36a3	9	19	33	19
Slc36a4	164	374	234	181
Slc37a1	519	869	801	453
Slc37a2	84	195	358	417
Slc37a3	900	1499	1722	1191
Slc37a4	369	688	621	538
Slc38a1	7502	13808	9785	6067
Slc38a10	2472	4083	4645	3334
Slc38a11	3	0	0	4
Slc38a2	2666	4541	4758	3545
Slc38a3	4	1	5	2
Slc38a4	1	1	0	2
Slc38a5	0	0	0	0
Slc38a6	56	93	82	62
Slc38a7	261	420	368	195
Slc38a8	0	0	0	0
Slc38a9	436	646	657	264
Slc39a1	1566	2219	1959	1199
Slc39a10	1025	1946	1376	682
Slc39a11	252	421	358	290
Slc39a12	0	0	0	0
Slc39a13	110	204	139	80
Slc39a14	761	1411	1709	960
Slc39a2	10	17	13	10
Slc39a3	341	666	535	354
Slc39a4	164	244	417	322
Slc39a5	27	21	15	8
Slc39a6	822	1449	1460	856
Slc39a7	2576	4194	5032	3334
Slc39a8	148	288	226	182
Slc39a9	1783	3306	2912	1873
Slc3a1	1	9	2	2
Slc3a2	1481	2180	2779	1954
Slc40a1	1	24	10	18
Slc41a1	2097	2878	1731	923
Slc41a2	11	9	32	50
Slc41a3	42	81	88	63
Slc43a1	198	235	110	72
Slc43a2	1735	3327	3611	3296
Slc43a3	1379	2020	2119	1231
Slc44a1	68	153	135	105
Slc44a2	10134	15873	15451	10102
Slc44a3	0	0	1	1
Slc44a4	0	0	1	0
Slc44a5	0	0	0	0
Slc45a1	1	1	1	0
Slc45a3	2	2	2	2
Slc45a4	665	1201	736	341
Slc46a1	13	27	9	5
Slc46a3	155	208	286	147
Slc47a2	0	0	0	0
Slc48a1	1252	1989	2251	1191
Slc4a1	0	0	1	0
Slc4a10	4	7	5	2
Slc4a11	52	82	119	58
Slc4a1ap	526	839	869	672
Slc4a2	1152	2130	2381	2280
Slc4a3	0	0	0	0
Slc4a4	0	0	2	0
Slc4a5	5	6	5	8
Slc4a7	1091	1918	1444	931
Slc4a8	423	739	625	420
Slc50a1	623	1065	1050	633
Slc5a1	0	1	0	0
Slc5a10	0	1	6	2
Slc5a11	2	2	3	1
Slc5a12	0	2	1	0
Slc5a2	0	0	1	0
Slc5a3	1014	1740	928	546
Slc5a5	0	2	5	0
Slc5a6	175	296	285	126
Slc5a8	0	1	0	0
Slc6a12	0	0	0	0
Slc6a13	0	3	9	4
Slc6a18	0	3	0	0
Slc6a19	2	2	2	0
Slc6a2	3	12	7	2
Slc6a20a	0	0	3	0
Slc6a20b	4	3	0	7
Slc6a3	0	0	0	0
Slc6a4	0	0	1	3
Slc6a5	0	0	0	0
Slc6a6	2853	4834	3835	2228
Slc6a7	0	0	0	0
Slc6a8	26	26	52	21
Slc6a9	12	15	38	12
Slc7a1	2854	4919	4652	3132
Slc7a10	0	0	0	0
Slc7a11	7	7	20	19
Slc7a14	8	24	22	13
Slc7a2	5	8	11	4
Slc7a3	13	27	41	30
Slc7a4	2	2	2	3
Slc7a5	2748	4328	5278	2206
Slc7a6	1439	2359	1750	1187
Slc7a6os	429	740	755	595
Slc7a7	19	38	42	29
Slc7a8	14	26	22	12
Slc8a1	0	1	0	14
Slc8a2	0	0	0	2
Slc8a3	0	1	0	0
Slc9a1	1224	1949	2054	1222
Slc9a2	1	4	6	8
Slc9a3	0	0	0	1
Slc9a3r1	1806	3025	4118	2866
Slc9a3r2	2	5	7	0
Slc9a5	82	136	321	208
Slc9a6	586	925	890	821
Slc9a7	108	148	109	80
Slc9a8	1479	2551	1787	988
Slc9a9	636	903	558	367
Slco2b1	0	0	0	0
Slco3a1	908	1592	2285	1591
Slco4a1	238	364	757	433
Slco5a1	1	0	0	1
Slco6b1	0	1	0	0
Slfn1	14251	20072	20061	12168
Slfn10-ps	408	507	595	652
Slfn14-ps	0	0	0	0
Slfn2	6880	11577	13537	9717
Slfn3	815	1360	1614	1078
Slfn4	527	894	1513	1218
Slfn5	10165	15783	4049	1732
Slfn8	3039	5078	5563	4491
Slfn9	437	881	721	786
Slfnl1	1	0	0	0
Slit1	0	1	0	4
Slit2	0	0	0	1
Slit3	1	0	0	0
Slk	1627	2941	2922	2237
Slmap	1776	3095	2813	2075
Slmo1	7	8	6	3
Slmo2	2950	3977	6235	2919
Slpi	7	27	24	29
Sltm	2510	4041	3748	3675
Slu7	1772	3178	2881	1809
Slx1b	148	287	340	195
Slx4	1447	2538	2259	1547
Smad1	174	276	257	224
Smad2	1260	2228	2011	1330
Smad3	2072	3000	1758	1253
Smad4	1662	3283	2620	1402
Smad5	767	1435	965	665
Smad6	1	0	0	0
Smad7	344	562	1002	580
Smad9	5	5	7	6
Smagp	7	11	10	9
Smap1	704	1220	1291	706
Smap2	4341	6997	10295	5688
Smarca2	956	1488	1667	1601
Smarca4	4764	8671	7803	5361
Smarca5	2576	4374	3320	1718
Smarcad1	1203	1823	1458	719
Smarcal1	700	1249	1024	745
Smarcb1	1020	1688	1800	1220
Smarcc1	6701	11878	9141	5197
Smarcc2	3839	6581	6719	4186
Smarcd1	1219	2292	2160	1021
Smarcd2	3336	6864	6052	3602
Smarcd3	31	45	43	44
Smarce1	2170	3573	3378	2062
Smc1a	6329	10927	10863	9567
Smc1b	0	1	2	0
Smc2	4977	9234	10541	8316
Smc3	3547	5645	5819	4673
Smc4	7975	13492	15286	10856
Smc5	1335	2262	2720	1760
Smc6	4037	7051	6991	5950
Smchd1	10445	19257	19537	12391
Smcr7	291	583	684	377
Smcr7l	1559	2691	2598	1500
Smcr8	2115	3839	3228	2103
Smek1	2676	5278	3920	2070
Smek2	3976	6353	5149	3136
Smg1	4851	9107	6670	4192
Smg5	3229	4933	4930	3228
Smg6	2164	3387	3640	2010
Smg7	4061	6210	6541	2710
Smn1	447	759	942	363
Smndc1	1466	2485	2516	1810
Smo	375	602	313	154
Smoc1	17	11	16	4
Smoc2	0	0	5	0
Smox	225	395	614	558
Smpd1	433	756	1373	910
Smpd2	168	288	371	338
Smpd3	5	17	3	2
Smpd4	1412	2510	2201	1438
Smpdl3a	914	1780	2441	1668
Smpdl3b	26	34	57	27
Sms	1507	2756	2537	2073
Smtn	67	163	503	398
Smtnl1	0	0	0	0
Smtnl2	21	37	50	25
Smu1	2441	4145	4732	2644
Smug1	148	301	353	251
Smurf1	348	618	836	645
Smurf2	526	1018	875	619
Smyd1	0	1	3	1
Smyd2	237	434	400	218
Smyd3	102	200	138	135
Smyd4	347	539	455	334
Smyd5	790	1327	964	385
Snai1	6	7	7	4
Snai2	2	0	1	0
Snai3	37	50	290	198
Snap23	620	1039	787	397
Snap29	1225	2129	2129	1235
Snap47	674	1080	801	529
Snapc1	521	839	934	567
Snapc2	406	821	902	395
Snapc3	169	322	334	175
Snapc4	646	1024	837	618
Snapc5	379	611	856	344
Snapin	360	546	592	166
Snca	0	0	0	1
Sncb	3	1	3	3
Sncg	0	0	1	0
Snd1	3134	5119	6275	3916
Sned1	0	0	0	0
Snf8	449	896	1394	1271
Snhg1	938	1364	1772	1043
Snhg10	6	12	14	25
Snhg11	9	11	17	152
Snhg12	253	358	374	197
Snhg3	52	106	149	56
Snhg6	188	334	412	150
Snhg7	31	48	58	52
Snhg8	46	84	140	88
Snhg9	14	31	29	4
Snip1	879	1572	1406	1091
Snn	700	1399	261	104
Snora15	0	4	2	1
Snora16a	8	17	7	9
Snora17	3	6	7	9
Snora19	0	0	0	0
Snora20	0	2	3	1
Snora21	7	10	5	9
Snora23	7	11	8	1
Snora28	17	24	46	22
Snora2b	13	9	5	3
Snora3	36	43	31	11
Snora30	17	44	33	8
Snora31	18	36	47	65
Snora33	21	27	17	10
Snora34	11	26	17	11
Snora36b	0	0	0	0
Snora41	8	8	9	0
Snora43	4	5	10	3
Snora44	24	42	26	13
Snora52	22	50	77	32
Snora5c	3	14	14	1
Snora61	18	13	16	4
Snora62	1	6	2	7
Snora64	51	71	83	22
Snora65	9	5	18	4
Snora68	3	0	4	4
Snora69	6	2	3	1
Snora70	9	11	21	12
Snora74a	1	4	4	5
Snora75	7	19	20	9
Snora78	1	4	12	1
Snora7a	51	39	43	26
Snora81	3	27	15	2
Snord100	530	1193	642	176
Snord104	20	55	62	22
Snord11	2	1	1	0
Snord110	53	86	92	46
Snord111	5	9	4	3
Snord12	17	35	52	27
Snord123	0	0	0	1
Snord15a	26	27	38	29
Snord15b	14	41	30	225
Snord16a	55	78	127	75
Snord17	2	27	17	34
Snord19	1	0	1	3
Snord1b	5	10	2	1
Snord1c	0	1	1	1
Snord2	40	88	51	120
Snord22	48	73	63	110
Snord23	0	1	1	2
Snord32a	25	47	51	36
Snord33	33	41	99	44
Snord34	447	898	563	308
Snord35a	118	182	221	238
Snord35b	94	191	167	117
Snord37	21	22	54	60
Snord38a	16	20	11	9
Snord42a	27	47	41	20
Snord42b	18	11	30	10
Snord45b	6	21	32	17
Snord47	698	906	784	398
Snord49a	577	1171	549	332
Snord49b	3	14	5	5
Snord4a	7	9	21	15
Snord52	7	8	5	6
Snord53	38	93	54	34
Snord55	206	417	397	1073
Snord57	249	449	268	169
Snord58b	3	5	6	8
Snord61	17	21	29	27
Snord65	96	114	127	56
Snord66	19	51	29	22
Snord67	2	0	0	0
Snord68	55	77	71	32
Snord69	1	12	3	0
Snord70	7	18	15	7
Snord71	73	144	95	126
Snord72	10	5	10	4
Snord8	4	5	10	27
Snord82	1962	4445	1587	596
Snord83b	17	23	20	24
Snord85	3	5	5	1
Snord87	35	129	37	14
Snord88a	0	3	15	3
Snord88c	0	1	2	1
Snord89	27	21	53	62
Snord90	0	0	0	0
Snord91a	35	41	21	18
Snord92	3	19	11	7
Snord93	1	4	0	6
Snord95	17	28	24	12
Snord96a	108	186	131	150
Snord99	31	91	48	42
Snph	0	1	0	2
Snrk	1595	3110	1958	1495
Snrnp200	6189	12630	9530	7580
Snrnp25	150	328	411	545
Snrnp27	500	874	1184	455
Snrnp35	71	133	153	172
Snrnp40	1335	2295	2427	1831
Snrnp48	356	673	613	431
Snrnp70	2857	4631	5916	5125
Snrpa	1118	2395	2271	1013
Snrpa1	833	1203	1790	1039
Snrpb	2277	4420	4207	3719
Snrpb2	915	1607	1629	755
Snrpc	602	1416	1387	1069
Snrpd1	717	1527	1992	1273
Snrpd2	246	516	586	410
Snrpd3	903	1573	2736	1435
Snrpe	1283	2598	2780	2165
Snrpf	98	220	273	204
Snrpg	1012	2791	3304	1006
Snta1	1	4	4	2
Sntb1	29	56	57	42
Sntb2	272	490	1446	1389
Sntg2	0	0	0	0
Snupn	188	267	334	162
Snw1	4387	7168	7097	3814
Snx1	2389	3875	4285	3086
Snx10	351	550	802	462
Snx11	383	571	567	443
Snx12	1037	1574	1175	886
Snx13	531	974	803	500
Snx14	672	1277	1040	647
Snx15	222	419	513	294
Snx16	102	163	154	111
Snx17	1937	3064	3138	1979
Snx18	400	708	1354	749
Snx19	1728	3015	2130	1149
Snx2	4683	8498	10863	5219
Snx20	559	987	844	730
Snx21	15	36	58	34
Snx22	27	26	31	25
Snx24	0	0	0	1
Snx25	1348	2606	2108	1548
Snx27	2046	3494	2657	1586
Snx29	35	50	31	29
Snx3	4298	6781	7888	4775
Snx30	184	415	152	107
Snx31	0	3	2	3
Snx32	170	226	391	164
Snx33	242	371	327	169
Snx4	1697	2988	2917	1672
Snx5	5380	9889	9819	5871
Snx6	878	1418	1216	750
Snx7	0	0	1	0
Snx8	122	186	170	174
Snx9	194	270	1925	1527
Soat1	938	1650	2040	1205
Soat2	123	150	358	148
Sobp	0	0	0	0
Socs1	405	467	412	41
Socs2	6	5	163	82
Socs3	1226	1604	1738	887
Socs4	586	1108	1185	1027
Socs5	228	427	271	171
Socs6	339	575	660	258
Socs7	947	1636	1260	1014
Sod1	3510	5426	7083	4004
Sod2	693	1290	1070	508
Sod3	0	0	0	0
Sohlh2	0	0	0	0
Solh	350	564	482	376
Son	9276	17927	13363	8236
Sorbs1	228	445	331	295
Sorbs3	20	41	38	39
Sorcs1	0	0	0	0
Sorcs2	8	14	16	2
Sord	165	278	415	379
Sorl1	1553	2986	1191	861
Sort1	7	10	29	11
Sos1	1144	2028	1757	847
Sos2	771	1294	1498	812
Sostdc1	15	63	3	0
Sox12	22	28	23	10
Sox13	9	17	27	22
Sox15	1	1	4	1
Sox18	0	0	0	0
Sox2ot	1	4	4	4
Sox30	0	0	0	0
Sox4	64	96	133	100
Sox5	12	16	17	4
Sox6	0	0	0	0
Sox8	0	1	1	0
Sp1	4950	8013	7436	4191
Sp100	5682	9042	9207	5196
Sp110	3250	4720	3088	1528
Sp140	422	534	449	237
Sp2	1210	2081	2407	984
Sp3	3182	5526	5692	2232
Sp4	1202	2101	2498	1424
Sp6	17	9	26	17
Sp7	0	0	1	1
Sp9	0	0	0	0
Spa17	5	3	8	10
Spaca1	2	6	5	2
Spaca4	1	1	3	0
Spag1	82	90	229	139
Spag17	8	8	17	18
Spag4	4	17	12	11
Spag5	1952	3386	3740	3166
Spag6	1	0	0	0
Spag7	248	472	617	657
Spag8	4	3	4	0
Spag9	1472	2634	2889	2205
Sparc	0	0	0	3
Spast	989	1958	1688	1065
Spata1	26	53	57	19
Spata13	7884	14050	12737	8565
Spata17	1	2	0	1
Spata2	916	1722	1377	932
Spata20	0	0	0	0
Spata21	5	4	6	7
Spata22	0	0	0	0
Spata24	102	118	125	94
Spata2L	139	232	226	101
Spata5	468	818	946	709
Spata6	404	617	797	465
Spata7	21	28	24	18
Spata9	0	7	8	3
Spatc1	0	3	7	3
Spats1	5	6	6	1
Spats2	31	55	112	88
Spats2l	5	34	13	8
Spc24	502	806	981	683
Spc25	1360	2247	2810	1781
Spcs1	1353	2327	2522	1209
Spcs2	2389	4216	4764	3370
Spcs3	5045	8975	7244	4984
Spdef	0	0	0	1
Spdya	4	1	4	0
Specc1	28	42	49	26
Specc1l	1230	1945	2110	1571
Speer1-ps1	0	0	0	0
Speer4e	0	0	0	0
Speer5-ps1	4	16	11	16
Spef1	55	88	78	95
Spef2	5	11	17	7
Speg	0	0	0	0
Spem1	0	0	3	1
Spen	1746	3162	2616	2000
Spesp1	0	0	0	0
Spg11	1463	2650	2412	1594
Spg20	381	615	499	319
Spg21	1224	2081	1698	1227
Spg7	1243	2164	2174	2163
Sphk1	1	1	1	1
Sphk2	548	923	699	423
Spib	22	15	43	43
Spic	1	1	1	10
Spice1	461	965	1080	699
Spin1	1687	3039	2360	1569
Spin2	25	39	26	59
Spin4	8	8	16	21
Spink10	0	9	0	0
Spink13	2	0	3	0
Spink2	2	3	13	4
Spink4	0	0	0	0
Spink8	0	1	0	0
Spint1	9	14	11	10
Spint2	1112	1754	2221	1903
Spire1	31	48	38	28
Spire2	10	11	20	10
Spn	27135	47934	59762	41875
Spna1	0	0	0	1
Spna2	7610	14974	11943	12064
Spnb1	44	110	29	17
Spnb2	9598	19787	14096	10231
Spnb3	9	6	19	1
Spnb4	11	14	7	5
Spns1	520	918	1105	765
Spns2	2	1	1	2
Spns3	1	8	6	0
Spo11	132	195	127	49
Spock2	50	136	104	77
Spon1	0	8	5	17
Spon2	0	0	2	3
Spop	1877	3135	3322	2162
Spopl	259	409	336	222
Spp1	0	1	6	6
Sppl3	990	1666	1689	1222
Spr	265	635	504	494
Spred1	502	908	526	285
Spred2	440	777	513	269
Spred3	43	48	70	42
Sprn	3	5	6	2
Sprr1a	0	0	0	0
Spry1	203	292	283	199
Spry2	4	3	1	3
Spry4	15	53	25	8
Spryd3	574	943	1109	1316
Spryd4	176	336	287	173
Spsb1	147	149	72	29
Spsb2	22	19	51	34
Spsb3	426	729	1083	1292
Spsb4	0	3	0	0
Sptlc1	1737	2945	2090	1349
Sptlc2	968	1712	2191	1682
Spty2d1	1393	2321	3602	2850
Sqle	1183	1985	2392	1505
Sqrdl	99	161	81	33
Sqstm1	3011	4980	5143	3777
Sra1	854	1730	2313	927
Srbd1	610	1237	1141	772
Src	2	1	7	16
Srcin1	0	0	1	1
Srcrb4d	66	103	167	41
Srd5a1	26	26	38	32
Srd5a3	515	1037	978	630
Srebf1	2080	3959	3860	3126
Srebf2	4944	8410	10409	8400
Srek1ip1	374	589	594	279
Srf	2644	4635	4616	2645
Srfbp1	280	517	407	361
Srgap1	0	0	1	0
Srgap2	1250	2217	3345	2392
Srgap3	41	96	600	510
Srgn	10109	16985	19885	11728
Sri	3281	5349	4694	2346
Srl	31	70	79	56
Srm	760	1211	1263	488
Srms	0	2	4	2
Srp14	1254	2337	2089	1245
Srp19	558	900	1356	844
Srp54a	13	16	24	21
Srp54b	13	26	29	27
Srp54c	103	93	122	43
Srp68	1712	2841	3197	2513
Srp72	5519	9007	8295	4573
Srp9	944	1932	1625	1692
Srpk1	4155	6672	8003	4755
Srpk2	2244	3538	4119	2820
Srpk3	3	2	5	0
Srpr	2634	4755	4902	4253
Srprb	872	1611	1400	862
Srpx2	0	0	0	0
Srr	135	241	285	156
Srrd	85	163	216	91
Srrm1	5413	8836	9432	5126
Srrm2	17289	30134	31491	22982
Srrm3	0	0	2	0
Srrt	4686	7975	7899	6668
Srsf1	11570	21348	15892	10094
Srsf10	2803	5495	4380	2046
Srsf11	4028	6939	5896	3656
Srsf12	1277	2009	1760	1242
Srsf13b	16	26	69	19
Srsf15	1589	2734	2613	1325
Srsf2	3803	6703	9516	4496
Srsf2ip	4351	7866	6986	4706
Srsf3	4425	8872	11922	8593
Srsf4	1625	2551	3850	2583
Srsf5	3015	5062	5937	3793
Srsf6	7439	13395	10931	6423
Srsf7	3575	6769	7325	6700
Srsf9	579	813	940	1176
Srxn1	34	72	93	43
Ss18	1555	2677	3542	1342
Ss18l1	57	108	92	63
Ssb	4236	7404	7559	4419
Ssbp1	328	538	612	314
Ssbp2	247	359	141	46
Ssbp3	1113	2036	2268	933
Ssbp4	1062	1511	1720	854
Ssfa2	629	971	816	520
Ssh1	574	1190	1443	1030
Ssh2	4044	6748	2541	1337
Ssh3	269	463	591	343
Ssna1	531	1000	1415	1004
Sspn	0	0	0	0
Sspo	2	1	7	7
Ssr1	5954	8601	10620	5728
Ssr2	1783	2573	3459	2489
Ssr3	5612	8400	9089	5901
Ssr4	1090	2089	2501	1101
Ssrp1	8479	13640	14045	11173
Sssca1	157	342	488	246
Sstr2	0	0	0	0
Sstr3	4	5	43	11
Ssu72	853	1880	1739	1127
Ssx2ip	271	542	341	253
Ssxb10	0	0	0	0
St13	3864	6631	6041	4218
St14	159	212	745	698
St18	0	0	0	0
St3gal1	5053	7911	5594	3108
St3gal2	627	1064	1120	538
St3gal3	85	129	231	185
St3gal4	440	637	1511	1064
St3gal5	35	89	104	86
St3gal6	25	56	155	107
St5	10	3	14	11
St6gal1	2374	3851	1346	728
St6galnac1	1	3	1	1
St6galnac2	2	6	2	0
St6galnac3	14	17	46	44
St6galnac4	561	824	951	462
St6galnac5	0	0	0	0
St6galnac6	99	138	388	234
St7	197	396	287	110
St7l	245	351	323	186
St8sia1	1189	2140	1448	982
St8sia2	0	0	0	0
St8sia4	1681	2849	2137	1369
St8sia6	16	56	86	31
Stab1	0	3	1	4
Stab2	0	3	4	2
Stac2	11	7	18	16
Stac3	4	4	7	6
Stag1	2739	5248	4785	3708
Stag2	5823	10806	7721	4992
Stag3	63	83	203	167
Stam	399	697	727	477
Stam2	609	996	1272	851
Stambp	1003	1199	1643	817
Stambpl1	622	1082	1256	732
Stap1	808	1326	946	1076
Stap2	2	0	6	1
Star	55	75	115	74
Stard10	378	789	577	400
Stard13	4	16	16	12
Stard3	669	1056	1279	993
Stard3nl	482	823	714	372
Stard4	1730	3519	3160	2075
Stard5	298	569	369	278
Stard6	39	49	41	17
Stard7	2943	5009	4403	2638
Stard8	0	2	5	10
Stat1	15319	26209	16067	11306
Stat2	2761	3536	3418	2293
Stat3	7600	13215	11476	7129
Stat4	3720	6360	7013	3423
Stat5a	1947	3597	2109	971
Stat5b	4550	7331	6004	3943
Stat6	3497	5345	4096	2702
Stau1	753	1189	1269	676
Stau2	9	25	31	13
Stbd1	4	15	10	9
Stc1	9	8	16	13
Stc2	1	4	9	12
Steap2	0	1	0	0
Steap3	32	46	589	415
Steap4	5	27	6	29
Stfa1	0	3	0	0
Stfa2	0	4	0	0
Stfa2l1	2	6	2	0
Stfa3	0	1	0	0
Stil	1187	2286	2589	1270
Stim1	2342	3914	4653	3863
Stim2	1931	3312	2238	991
Stip1	4692	8844	10369	6825
Stk10	3130	5651	7279	4939
Stk11	656	1282	1458	1024
Stk11ip	787	1364	1385	836
Stk16	652	1070	1434	1718
Stk17b	12238	19600	18249	9028
Stk19	177	320	338	212
Stk24	4216	7784	10376	6855
Stk25	783	1316	1290	982
Stk3	134	190	159	92
Stk30	1	1	1	0
Stk31	0	0	0	0
Stk32c	3	16	72	59
Stk33	0	0	0	0
Stk35	895	1552	1839	1205
Stk36	0	1	3	0
Stk38	2995	5432	5224	3972
Stk38l	452	820	583	485
Stk39	3281	5653	4202	2528
Stk4	12677	21548	14796	8792
Stk40	961	1562	1661	1203
Stmn1	4882	9409	12982	9184
Stmn1-rs1	2	6	2	6
Stmn2	1	3	8	14
Stmn3	0	0	0	0
Stmn4	0	0	0	0
Stom	466	711	1856	942
Stoml1	340	541	644	486
Stoml2	438	753	883	526
Stoml3	0	0	0	0
Ston1	27	39	30	24
Ston2	764	1326	1766	1033
Stox1	4	8	11	3
Stox2	0	0	1	0
Stra13	490	920	878	479
Stra6	2	1	6	7
Stra8	0	1	0	2
Strada	688	1192	916	573
Stradb	211	326	325	190
Strap	3454	6065	6970	4450
Strbp	1269	1975	1605	757
Strc	0	3	5	3
Strn	1483	2734	2453	1446
Strn3	971	1668	1314	836
Strn4	1712	2814	3033	1703
Stt3a	3333	5734	6044	3825
Stt3b	3359	6701	6066	3692
Stub1	223	338	436	288
Stx11	1497	2520	2847	1799
Stx12	627	1077	1358	1174
Stx16	1602	2404	1807	1356
Stx17	282	411	392	164
Stx18	467	754	718	529
Stx19	0	0	0	0
Stx1a	38	72	193	149
Stx1b	0	0	1	0
Stx2	96	161	158	112
Stx3	71	138	114	60
Stx4a	972	1416	1399	1021
Stx5a	1057	1670	1539	853
Stx6	1658	2642	2173	1313
Stx7	389	621	579	300
Stx8	588	921	1033	1437
Stxbp1	87	109	144	93
Stxbp2	1534	2176	3075	1882
Stxbp3a	627	962	915	815
Stxbp4	102	212	177	77
Stxbp5	1086	1875	1905	1339
Stxbp5l	1	0	1	1
Stxbp6	0	0	0	0
Styk1	4	1	3	2
Styx	638	1156	769	450
Styxl1	0	0	2	0
Sub1	2921	4556	11221	7205
Sucla2	1562	2518	2313	1654
Suclg1	1317	2429	1833	1048
Suclg2	697	1089	789	448
Suds3	2259	3780	3840	2716
Sufu	370	702	476	372
Sugp1	824	1501	1573	887
Sugp2	903	1412	1585	1289
Sugt1	1307	2409	2979	1869
Sulf2	1	2	3	5
Sult1a1	4	7	16	5
Sult2b1	24	29	78	59
Sult4a1	3	0	4	4
Sult5a1	0	0	0	0
Sult6b1	126	214	133	99
Sumf1	367	573	571	788
Sumf2	228	325	368	217
Sumo1	1969	3817	2587	1316
Sumo2	2600	3918	3998	2370
Sumo3	2537	3998	3938	2407
Sun1	954	1917	3289	2425
Sun2	5427	9559	7831	5983
Suox	296	403	533	286
Supt16h	6204	11129	9577	9357
Supt3h	249	308	573	349
Supt4h1	837	2006	1308	1323
Supt5h	4454	7305	7361	5079
Supt6h	3389	5683	4884	4296
Supt7l	591	939	726	431
Supv3l1	451	733	620	331
Surf1	471	778	1142	621
Surf2	338	483	514	267
Surf4	4519	8140	10521	7188
Surf6	928	1376	1275	1093
