gene_symbol	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Mean TFH	Mean TH1	TFH:TFH_Rep1	TFH:TFH_Rep2	TH1:TH1_Rep1	TH1:TH1_Rep2
Ctsz	1521.57	-0.26	0.18	-1.43	0.15	0.34	1381.26	1661.89	1357.48	1405.03	1776.84	1546.93
Cttn	91.89	0.7	0.34	2.08	0.038	0.13	118.09	65.69	133.48	102.69	61.84	69.54
Cttnbp2nl	4.44	-0.51	0.36	-1.42	0.15	2	0.78	8.1	0	1.56	1.57	14.64
Ctu1	164.2	-0.18	0.28	-0.64	0.53	0.72	152.54	175.85	140.15	164.93	178.47	173.24
Ctu2	448.02	-0.21	0.23	-0.95	0.34	0.56	411.78	484.27	405.78	417.77	419.55	548.99
Ctxn1	24.68	0.27	0.44	0.6	0.55	0.74	28.47	20.89	32.04	24.9	23.48	18.3
Cubn	2.31	-0.01	0.32	-0.03	0.97	2	2.22	2.39	1.33	3.11	2.35	2.44
Cuedc1	19.47	0.23	0.45	0.5	0.62	2	22.35	16.59	30.7	14	14.87	18.3
Cuedc2	277.64	-0.28	0.26	-1.1	0.27	0.49	248.23	307.04	276.3	220.17	270.05	344.03
Cul1	2761.85	0.44	0.17	2.56	0.011	0.052	3200.9	2322.79	3104.73	3297.07	2511.85	2133.74
Cul2	1388.17	0.24	0.21	1.12	0.26	0.48	1511.31	1265.03	1402.87	1619.75	1524.8	1005.26
Cul3	4682.18	0.16	0.16	0.99	0.32	0.54	4950.06	4414.3	4937.4	4962.72	4550.13	4278.46
Cul4a	1309.46	0.36	0.18	1.96	0.049	0.16	1479.7	1139.22	1422.89	1536.51	1053.58	1224.86
Cul4b	3062.52	0.62	0.18	3.38	0.00072	0.0061	3738.98	2386.05	3638.65	3839.32	2698.14	2073.96
Cul5	1499.06	0.65	0.19	3.41	0.00064	0.0055	1848.27	1149.84	1772.61	1923.94	1290.76	1008.92
Cul7	168.37	0.65	0.28	2.3	0.021	0.087	210.26	126.49	222.91	197.61	134.63	118.34
Cul9	61.95	0.03	0.37	0.08	0.94	0.97	62.82	61.07	68.07	57.57	58.71	63.44
Cuta	977.03	-0.47	0.19	-2.5	0.013	0.059	810.81	1143.26	772.85	848.77	1200.74	1085.78
Cutc	327	-0.35	0.27	-1.27	0.2	0.41	282.87	371.14	304.33	261.4	267.7	474.57
Cux1	1092.7	0.27	0.19	1.44	0.15	0.33	1200.21	985.19	1218.67	1181.75	1059.06	911.32
Cwc15	1847.99	-0.06	0.17	-0.37	0.71	0.84	1805.37	1890.61	1764.6	1846.14	1934.18	1847.05
Cwc22	449.23	-0.11	0.23	-0.49	0.62	0.79	429.16	469.3	388.42	469.9	405.46	533.13
Cwc25	945.64	-0.18	0.19	-0.93	0.35	0.57	884.22	1007.06	910.33	858.11	928.34	1085.78
Cwc27	507.7	-0.37	0.21	-1.74	0.083	0.22	439.7	575.7	472.52	406.88	579.24	572.17
Cwf19l1	475.56	0.12	0.22	0.55	0.58	0.76	496.77	454.35	464.51	529.02	493.92	414.79
Cwf19l2	663.06	0.06	0.2	0.29	0.77	0.88	676.68	649.43	678.07	675.28	614.46	684.41
Cx3cl1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Cx3cr1	70.35	-0.73	0.36	-2.04	0.041	0.14	48.98	91.71	52.06	45.9	93.15	90.28
Cxadr	7.52	-0.36	0.43	-0.84	0.4	2	4.89	10.14	6.67	3.11	11.74	8.54
Cxcl1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Cxcl10	199.59	1.16	0.29	4.04	5.40E-05	0.00068	283.46	115.72	254.95	311.97	92.36	139.08
Cxcl11	2.78	0.14	0.34	0.41	0.68	2	3.56	2	4	3.11	1.57	2.44
Cxcl13	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Cxcl16	6.12	-0.48	0.42	-1.15	0.25	2	2.89	9.36	2.67	3.11	10.18	8.54
Cxcl2	0.72	0.06	0.2	0.32	0.75	2	1.06	0.39	1.33	0.78	0.78	0
Cxcl3	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Cxcl9	3.41	-0.32	0.34	-0.96	0.34	2	1.17	5.66	0	2.33	1.57	9.76
Cxcr1	11.37	-0.22	0.45	-0.49	0.62	2	9.34	13.41	9.34	9.34	10.96	15.86
Cxcr2	50.05	0.33	0.41	0.79	0.43	0.64	57.53	42.58	33.37	81.69	37.57	47.58
Cxcr3	3441.8	0.26	0.17	1.58	0.11	0.28	3766.5	3117.09	3940.31	3592.7	3184.23	3049.95
Cxcr4	1253.87	1.17	0.27	4.39	1.10E-05	0.00017	1780.44	727.3	1826	1734.89	1010.53	444.07
Cxcr5	3995.28	1.57	0.44	3.6	0.00032	0.0031	6771.35	1219.2	7181.19	6361.52	1789.37	649.03
Cxcr6	5589.46	-3.7	0.16	-22.62	2.50E-113	2.70E-109	735.27	10443.65	722.12	748.41	10286.91	10600.39
Cxcr7	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Cxx1a	11.41	0.11	0.45	0.25	0.8	2	12.51	10.31	13.35	11.67	13.31	7.32
Cxx1b	41.65	0.2	0.41	0.48	0.63	0.8	45.92	37.39	56.06	35.79	43.05	31.72
Cxx1c	25.61	0.69	0.44	1.57	0.12	0.28	35.02	16.19	37.37	32.68	14.09	18.3
Cxxc1	2263.86	-0.1	0.17	-0.59	0.56	0.74	2181.85	2345.87	2286.5	2077.2	2256.67	2435.08
Cxxc5	20.68	0.15	0.45	0.33	0.74	2	22.68	18.67	26.7	18.67	22.7	14.64
Cyb5	890.54	-0.2	0.19	-1.02	0.31	0.53	827.17	953.9	838.25	816.1	1026.97	880.82
Cyb561	97.48	-0.19	0.35	-0.56	0.58	0.76	89.29	105.67	96.11	82.47	75.93	135.42
Cyb561d1	855.79	-0.26	0.19	-1.36	0.18	0.37	775.65	935.93	807.55	743.75	905.64	966.22
Cyb561d2	594.6	-0.42	0.21	-1.98	0.048	0.16	503.42	685.77	567.29	439.56	700.56	670.99
Cyb5b	4754.35	0.06	0.16	0.36	0.72	0.85	4852.76	4655.94	4952.08	4753.44	4639.36	4672.52
Cyb5d1	111.91	0.46	0.33	1.39	0.16	0.35	132.41	91.41	101.44	163.38	87.67	95.16
Cyb5d2	200.85	0.41	0.29	1.43	0.15	0.34	233.77	167.94	244.27	223.28	208.99	126.88
Cyb5r1	268.49	-0.06	0.25	-0.25	0.81	0.9	262.68	274.3	270.96	254.4	291.18	257.42
Cyb5r3	831.92	0.04	0.2	0.2	0.85	0.92	844.58	819.25	876.96	812.21	904.08	734.43
Cyb5r4	2548.01	-0.15	0.17	-0.89	0.37	0.59	2408.75	2687.27	2303.85	2513.64	2589.34	2785.21
Cyb5rl	73.46	0.03	0.37	0.08	0.93	0.97	74.04	72.87	54.73	93.36	68.88	76.86
Cyba	2024.53	-1.7	0.18	-9.65	4.80E-22	5.00E-20	919.86	3129.19	963.72	876	2970.54	3287.84
Cybasc3	1272.36	-0.6	0.23	-2.65	0.0081	0.042	990.88	1553.84	1097.2	884.56	1187.43	1920.25
Cybb	81.53	-0.38	0.42	-0.93	0.35	0.57	65.59	97.47	44.05	87.13	37.57	157.38
Cybrd1	4.29	0.11	0.38	0.28	0.78	2	5	3.57	5.34	4.67	4.7	2.44
Cyc1	2655.21	0.05	0.17	0.28	0.78	0.88	2699.9	2610.52	2616.19	2783.6	2615.17	2605.87
Cycs	2435.51	0.15	0.19	0.77	0.44	0.65	2566.53	2304.48	2620.2	2512.87	2658.22	1950.74
Cyfip1	573.94	-0.18	0.21	-0.85	0.39	0.61	535.96	611.92	503.22	568.7	661.42	562.41
Cyfip2	16432.63	-0.13	0.16	-0.81	0.42	0.63	15661.26	17203.99	15060.47	16262.06	18126.16	16281.83
Cyhr1	672.24	-0.1	0.2	-0.48	0.63	0.8	648.74	695.74	700.77	596.71	669.25	722.23
Cyld	4958.76	0.28	0.16	1.73	0.084	0.23	5457.29	4460.22	5590.11	5324.48	4280.86	4639.58
Cyp11a1	10.93	-0.02	0.45	-0.05	0.96	2	10.62	11.23	8.01	13.23	7.83	14.64
Cyp1a1	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Cyp1b1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Cyp20a1	723.32	-0.39	0.21	-1.91	0.056	0.17	620.21	826.42	655.38	585.04	745.18	907.66
Cyp26a1	0.61	-0.1	0.16	-0.6	0.55	2	0	1.22	0	0	0	2.44
Cyp27a1	0.5	-0.02	0.16	-0.1	0.92	2	0.39	0.61	0	0.78	0	1.22
Cyp27b1	0.89	-0.1	0.22	-0.45	0.65	2	0.39	1.39	0	0.78	1.57	1.22
Cyp2c44	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Cyp2c65	0.39	-0.09	0.16	-0.58	0.56	2	0	0.78	0	0	1.57	0
Cyp2d22	24.66	-0.93	0.45	-2.08	0.037	0.13	11.78	37.53	8.01	15.56	25.05	50.02
Cyp2d26	0.39	0	0.16	0	1	2	0.39	0.39	0	0.78	0.78	0
Cyp2e1	5.42	-0.03	0.38	-0.08	0.93	2	5.06	5.79	0	10.11	5.48	6.1
Cyp2j11-ps	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Cyp2j13	5.09	0.11	0.4	0.27	0.79	2	5.78	4.4	5.34	6.22	3.91	4.88
Cyp2j5	0.19	0.08	0.14	0.53	0.6	2	0.39	0	0	0.78	0	0
Cyp2r1	16.22	0.61	0.45	1.35	0.18	2	23.18	9.27	25.36	21.01	14.87	3.66
Cyp2s1	315.78	-1.92	0.25	-7.69	1.50E-14	8.10E-13	120.76	510.8	138.82	102.69	518.96	502.63
Cyp2t4	3.64	0.24	0.37	0.66	0.51	2	5.11	2.18	4	6.22	3.13	1.22
Cyp2u1	2.06	0.09	0.31	0.28	0.78	2	2.5	1.61	2.67	2.33	0.78	2.44
Cyp39a1	36.24	-0.05	0.42	-0.11	0.91	0.96	35.52	36.95	36.04	35.01	44.62	29.28
Cyp4f13	48.89	-0.04	0.4	-0.11	0.91	0.96	48.2	49.57	61.4	35.01	54.01	45.14
Cyp4f16	12.74	-0.34	0.45	-0.74	0.46	2	9.45	16.02	8.01	10.89	12.52	19.52
Cyp4f17	44.81	0.12	0.41	0.29	0.78	0.88	47.53	42.08	50.72	44.34	52.44	31.72
Cyp4f18	4.86	-0.16	0.39	-0.41	0.68	2	3.67	6.05	2.67	4.67	2.35	9.76
Cyp4f39	9.7	-0.5	0.44	-1.13	0.26	2	5.56	13.84	8.01	3.11	20.35	7.32
Cyp4f41-ps	8.79	0.01	0.44	0.02	0.99	2	8.78	8.79	6.67	10.89	7.83	9.76
Cyp4v3	118.12	0.72	0.32	2.29	0.022	0.089	151.26	84.98	141.49	161.04	73.58	96.38
Cyp51	3287.06	-0.15	0.17	-0.93	0.35	0.57	3107.03	3467.08	3223.53	2990.54	3420.62	3513.54
Cysltr1	8.55	-0.41	0.44	-0.93	0.35	2	5.39	11.71	5.34	5.45	14.87	8.54
Cysltr2	151.22	-0.11	0.31	-0.37	0.71	0.85	144.99	157.45	156.17	133.81	194.12	120.78
Cyth1	2543.33	-0.28	0.19	-1.46	0.14	0.33	2280.6	2806.05	2155.69	2405.51	2358.43	3253.68
Cyth2	694.96	-1.06	0.28	-3.79	0.00015	0.0017	424.79	965.13	427.13	422.44	587.06	1343.2
Cyth3	314.07	1.08	0.24	4.49	7.10E-06	0.00011	435.68	192.46	436.48	434.89	212.91	172.02
Cyth4	5768.44	-0.69	0.17	-4.06	4.90E-05	0.00061	4369.49	7167.4	4324.73	4414.24	7818.9	6515.9
Cytip	13925.74	-0.47	0.16	-3.05	0.0023	0.016	11591.69	16259.78	11543.29	11640.1	16238.95	16280.61
D030016E14Rik	1598.38	0.09	0.19	0.49	0.62	0.79	1651.92	1544.84	1588.4	1715.44	1346.33	1743.35
D030018L15Rik	0.72	0.06	0.2	0.32	0.75	2	1.06	0.39	1.33	0.78	0.78	0
D030025P21Rik	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
D030028A08Rik	77.52	0.91	0.35	2.57	0.01	0.051	106.29	48.75	97.44	115.14	54.79	42.7
D030047H15Rik	2.67	-0.17	0.33	-0.51	0.61	2	1.72	3.61	2.67	0.78	2.35	4.88
D030056L22Rik	377.36	0.05	0.23	0.21	0.83	0.92	384.42	370.3	360.39	408.44	414.86	325.73
D0H4S114	0.67	0.11	0.17	0.63	0.53	2	1.33	0	2.67	0	0	0
D10Bwg1379e	34.47	-0.16	0.42	-0.38	0.7	0.84	31.69	37.26	30.7	32.68	39.14	35.38
D10Jhu81e	425.16	0.06	0.23	0.26	0.79	0.89	433.77	416.55	384.42	483.12	389.03	444.07
D10Wsu102e	2054.2	0.41	0.17	2.4	0.016	0.071	2358.28	1750.11	2410.64	2305.92	1830.07	1670.15
D10Wsu52e	2777.89	-0.17	0.21	-0.77	0.44	0.65	2607.78	2947.99	2657.57	2557.99	2243.36	3652.61
D11Wsu47e	260.63	0.26	0.25	1.07	0.28	0.5	286.47	234.78	284.31	288.63	242.65	226.92
D11Wsu99e	585.83	0.34	0.2	1.67	0.094	0.24	658.44	513.23	654.05	662.84	529.92	496.53
D130017N08Rik	48.77	0.53	0.4	1.33	0.18	0.38	60.54	36.99	53.39	67.68	42.27	31.72
D130040H23Rik	52.13	0.84	0.39	2.13	0.034	0.12	71.72	32.55	73.41	70.02	40.7	24.4
D130043K22Rik	9.04	0.93	0.44	2.12	0.034	2	15.9	2.18	14.68	17.12	3.13	1.22
D14Abb1e	1737.03	0.14	0.19	0.74	0.46	0.67	1822.7	1651.35	1616.43	2028.96	1587.42	1715.29
D14Ertd449e	0.83	-0.04	0.21	-0.17	0.86	2	0.67	1	1.33	0	0.78	1.22
D14Ertd668e	63.19	-0.19	0.38	-0.49	0.62	0.79	57.59	68.79	56.06	59.13	48.53	89.06
D15Ertd621e	2218.63	-0.03	0.18	-0.16	0.87	0.94	2195.33	2241.93	2104.97	2285.7	2060.98	2422.88
D16Ertd472e	2601.6	-1.29	0.17	-7.61	2.60E-14	1.40E-12	1472.56	3730.65	1494.97	1450.15	3542.73	3918.57
D16H22S680E	696.47	0.14	0.23	0.61	0.54	0.73	733.54	659.4	710.11	756.97	801.54	517.27
D17H6S53E	202.87	-0.56	0.28	-1.97	0.048	0.16	158.54	247.2	142.82	174.27	200.38	294.01
D17H6S56E-3	8.27	-0.43	0.43	-0.99	0.32	2	4.84	11.71	2.67	7	14.87	8.54
D17Wsu104e	1237.83	-0.82	0.21	-3.98	7.00E-05	0.00085	875.17	1600.5	921.01	829.32	1328.33	1872.67
D17Wsu92e	6262.35	-0.17	0.17	-0.99	0.32	0.54	5875.73	6648.96	6234.82	5516.64	6014.66	7283.27
D18Ertd653e	170.62	1.78	0.3	6	1.90E-09	6.00E-08	274.86	66.37	297.66	252.06	79.06	53.68
D19Bwg1357e	1579.31	-0.08	0.19	-0.4	0.69	0.83	1535.3	1623.32	1493.63	1576.96	1430.09	1816.55
D19Ertd386e	907	0.14	0.19	0.74	0.46	0.67	953.23	860.77	884.97	1021.48	860.24	861.3
D19Ertd652e	30.17	-0.16	0.43	-0.36	0.72	0.85	27.74	32.6	26.7	28.79	38.35	26.84
D19Ertd737e	338.96	0.09	0.23	0.39	0.7	0.84	350.52	327.39	375.08	325.97	310.75	344.03
D19Wsu162e	2419.93	-0.54	0.19	-2.83	0.0047	0.028	1954.58	2885.28	2043.57	1865.59	2476.62	3293.94
D1Bwg0212e	1515.49	0.25	0.21	1.21	0.23	0.43	1655.34	1375.63	1655.14	1655.54	1639.86	1111.4
D1Ertd622e	1641.22	-1.38	0.18	-7.53	5.10E-14	2.60E-12	882.86	2399.58	860.94	904.79	2182.31	2616.85
D1Pas1	3.37	-0.18	0.35	-0.52	0.6	2	2.22	4.52	1.33	3.11	7.83	1.22
D230025D16Rik	483.74	0.24	0.21	1.11	0.27	0.48	526.3	441.17	535.25	517.35	471.22	411.13
D230037D09Rik	268.4	-0.42	0.24	-1.7	0.088	0.23	226.71	310.09	221.58	231.84	311.53	308.65
D2Ertd750e	1923.48	-0.43	0.19	-2.32	0.02	0.084	1624.22	2222.74	1518.99	1729.44	1992.1	2453.38
D2Wsu81e	347.38	-0.17	0.23	-0.72	0.47	0.68	325.83	368.92	325.69	325.97	349.89	387.95
D2hgdh	420.06	0.52	0.22	2.36	0.018	0.077	500.22	339.9	479.19	521.24	357.72	322.07
D330012F22Rik	215.46	0.05	0.26	0.21	0.84	0.92	220.15	210.76	234.92	205.39	212.91	208.62
D330028D13Rik	97.63	-0.11	0.34	-0.32	0.75	0.87	92.95	102.31	89.43	96.47	81.41	123.22
D330041H03Rik	89.49	-0.45	0.35	-1.3	0.19	0.4	72.66	106.32	76.08	69.24	84.54	128.1
D330050I16Rik	15.2	0.03	0.45	0.08	0.94	2	15.56	14.84	9.34	21.78	21.13	8.54
D3Ertd254e	115.96	0.55	0.31	1.76	0.078	0.22	141.43	90.49	152.17	130.7	93.15	87.84
D3Ertd751e	185.1	0.36	0.28	1.31	0.19	0.39	211.48	158.73	217.57	205.39	180.82	136.64
D430019H16Rik	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
D430020J02Rik	460.19	-0.18	0.21	-0.82	0.41	0.63	430.68	489.69	440.48	420.89	496.26	483.11
D430041D05Rik	0.5	-0.1	0.16	-0.6	0.55	2	0	1	0	0	0.78	1.22
D430042O09Rik	519.34	0.65	0.21	3.11	0.0019	0.013	640.32	398.37	628.69	651.94	403.9	392.83
D4Ertd22e	4898.52	-0.4	0.16	-2.46	0.014	0.064	4198.98	5598.06	4143.2	4254.76	5863.59	5332.52
D4Ertd617e	1.5	0.13	0.26	0.49	0.63	2	2.22	0.78	1.33	3.11	1.57	0
D4Wsu53e	4054.18	-0.23	0.16	-1.44	0.15	0.34	3717.97	4390.39	3765.45	3670.5	4399.84	4380.94
D5Ertd579e	1119.43	-0.41	0.23	-1.75	0.08	0.22	947.66	1291.2	867.62	1027.71	954.96	1627.45
D5Ertd605e	7.55	-0.4	0.43	-0.92	0.36	2	4.61	10.49	5.34	3.89	14.87	6.1
D630023F18Rik	0.61	-0.1	0.16	-0.6	0.55	2	0	1.22	0	0	0	2.44
D630029K05Rik	1.47	0.02	0.26	0.07	0.94	2	1.56	1.39	0	3.11	1.57	1.22
D630032N06Rik	10.68	-0.41	0.45	-0.91	0.36	2	7.12	14.24	8.01	6.22	10.18	18.3
D630037F22Rik	82.9	0.92	0.35	2.62	0.0088	0.045	114.14	51.66	120.13	108.14	61.84	41.48
D630039A03Rik	42.29	-0.94	0.41	-2.28	0.023	0.091	24.3	60.28	30.7	17.89	68.1	52.46
D630041G03Rik	0.39	0	0.16	0	1	2	0.39	0.39	0	0.78	0.78	0
D630045J12Rik	14.12	0.17	0.45	0.37	0.71	2	16.01	12.22	13.35	18.67	19.57	4.88
D6Ertd527e	2.89	-0.02	0.34	-0.07	0.95	2	2.78	3	4	1.56	2.35	3.66
D6Mm5e	4.19	-0.31	0.37	-0.84	0.4	2	2.11	6.27	2.67	1.56	1.57	10.98
D6Wsu116e	1974.38	0.24	0.2	1.24	0.22	0.42	2147.75	1801.01	2195.73	2099.76	1503.66	2098.36
D6Wsu163e	580.41	-0.25	0.21	-1.2	0.23	0.44	527.13	633.69	520.57	533.69	587.85	679.53
D730001G18Rik	1	0.15	0.2	0.77	0.44	2	2	0	4	0	0	0
D730005E14Rik	181.62	-0.11	0.29	-0.4	0.69	0.83	172.95	190.29	161.51	184.38	157.33	223.26
D730039F16Rik	2.22	-0.07	0.32	-0.21	0.84	2	1.83	2.61	1.33	2.33	1.57	3.66
D730040F13Rik	750.19	0.28	0.2	1.4	0.16	0.35	824.92	675.45	771.51	878.34	656.73	694.17
D7Ertd715e	0.64	0	0.17	0.03	0.98	2	0.67	0.61	1.33	0	0	1.22
D830030K20Rik	0.81	-0.15	0.2	-0.76	0.45	2	0	1.61	0	0	0.78	2.44
D830031N03Rik	175.13	0.85	0.29	2.96	0.0031	0.02	230.64	119.62	197.55	263.73	111.15	128.1
D830046C22Rik	51.4	0.38	0.39	0.98	0.33	0.55	60.1	42.7	58.73	61.46	41.49	43.92
D8Ertd738e	1822.25	-0.93	0.17	-5.42	5.90E-08	1.50E-06	1234.67	2409.83	1234.68	1234.65	2438.27	2381.4
D8Ertd82e	911.71	0.62	0.2	3.03	0.0024	0.017	1116.19	707.24	1091.86	1140.51	809.36	605.11
D930014E17Rik	321.06	-0.59	0.24	-2.44	0.015	0.066	251.05	391.06	237.59	264.51	434.43	347.69
D930015E06Rik	4271.41	0.36	0.18	2	0.045	0.15	4822.02	3720.79	4933.4	4710.65	4183.02	3258.56
D930016D06Rik	149.58	0.61	0.29	2.1	0.036	0.13	184.34	114.83	178.86	189.83	117.41	112.24
D930020B18Rik	2.5	-0.13	0.31	-0.43	0.67	2	1.56	3.44	0	3.11	0.78	6.1
D930048N14Rik	67.73	-1.79	0.38	-4.73	2.30E-06	3.90E-05	22.01	113.44	16.02	28.01	104.89	122
D9Ertd402e	193.71	0.38	0.27	1.4	0.16	0.35	222.15	165.26	229.58	214.72	179.25	151.28
Daam1	184.56	-0.12	0.28	-0.44	0.66	0.81	175.39	193.74	150.83	199.94	199.6	187.88
Daam2	5.95	0.27	0.4	0.67	0.5	2	7.95	3.96	2.67	13.23	5.48	2.44
Dab2	3.14	-0.51	0.33	-1.55	0.12	2	0	6.27	0	0	1.57	10.98
Dab2ip	251.18	-1.1	0.25	-4.37	1.30E-05	0.00019	151.65	350.71	141.49	161.82	345.19	356.23
Dach1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Dach2	14.57	0.21	0.45	0.47	0.64	2	16.73	12.41	18.69	14.78	10.18	14.64
Dact1	4.79	0.4	0.39	1.02	0.31	2	7.39	2.18	9.34	5.45	3.13	1.22
Dact2	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Dact3	8.8	-0.21	0.44	-0.49	0.62	2	7.12	10.49	8.01	6.22	14.87	6.1
Dad1	1601.79	0.02	0.24	0.08	0.94	0.97	1613.31	1590.26	1472.28	1754.34	2039.85	1140.68
Daf2	2.67	-0.4	0.32	-1.24	0.22	2	0.39	4.96	0	0.78	6.26	3.66
Dag1	274.42	0.13	0.25	0.51	0.61	0.78	287.24	261.6	256.28	318.19	264.57	258.64
Dagla	3.2	0.39	0.35	1.12	0.26	2	5.39	1	5.34	5.45	0.78	1.22
Daglb	267.33	-0.29	0.25	-1.17	0.24	0.45	238.32	296.34	226.91	249.73	297.45	295.23
Dak	516.99	0.03	0.22	0.12	0.9	0.95	521.57	512.4	521.9	521.24	436.77	588.03
Dalrd3	479.66	0.11	0.22	0.51	0.61	0.78	500.41	458.91	528.58	472.23	510.35	407.47
Dand5	32.5	-0.57	0.43	-1.35	0.18	0.37	23.13	41.87	21.36	24.9	42.27	41.48
Dao	0.59	-0.03	0.17	-0.2	0.84	2	0.39	0.78	0	0.78	1.57	0
Dap	2938.42	-0.3	0.19	-1.61	0.11	0.27	2620.06	3256.77	2664.25	2575.88	3725.89	2787.65
Dap3	1731.1	0.25	0.18	1.39	0.16	0.36	1884.3	1577.91	1952.8	1815.8	1485.66	1670.15
Dapk1	150.33	-1.82	0.31	-5.82	5.90E-09	1.70E-07	56.59	244.07	58.73	54.46	194.12	294.01
Dapk2	85.03	-2.66	0.37	-7.21	5.40E-13	2.50E-11	14.9	155.16	17.35	12.45	176.12	134.2
Dapk3	603.15	0.12	0.23	0.52	0.6	0.78	630.8	575.5	588.64	672.95	693.52	457.49
Dapl1	48.09	0.48	0.4	1.21	0.23	0.44	58.76	37.43	46.72	70.8	40.7	34.16
Dapp1	1205.78	0.61	0.2	3.01	0.0026	0.018	1470.41	941.16	1535.01	1405.8	1085.68	796.65
Darc	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Dars	3821.83	0.36	0.17	2.16	0.031	0.11	4314.08	3329.57	4458.21	4169.96	3152.92	3506.22
Dars2	983.06	0.29	0.19	1.58	0.11	0.28	1087.23	878.88	1089.19	1085.28	839.11	918.64
Daxx	5248.64	0.38	0.17	2.23	0.025	0.099	5963.59	4533.68	6521.8	5405.39	4507.08	4560.28
Dazap1	1774.94	-0.18	0.2	-0.9	0.37	0.58	1659	1890.87	1765.93	1552.06	2201.88	1579.87
Dazap2	10478.4	0.18	0.18	1	0.32	0.54	11160.12	9796.67	11113.49	11206.76	11223.08	8370.27
Dazl	5.92	-0.24	0.41	-0.59	0.55	2	4.23	7.62	5.34	3.11	5.48	9.76
Dbf4	2619.24	-0.31	0.18	-1.69	0.091	0.24	2323.67	2914.81	2175.71	2471.63	2578.38	3251.24
Dbi	1108.15	-0.55	0.19	-2.82	0.0048	0.028	889.3	1327	839.58	939.02	1464.53	1189.48
Dbil5	0.2	-0.08	0.14	-0.52	0.6	2	0	0.39	0	0	0.78	0
Dbn1	0.78	0	0.19	0	1	2	0.78	0.78	0	1.56	1.57	0
Dbndd1	12.63	0.5	0.45	1.12	0.26	2	17.57	7.7	13.35	21.78	11.74	3.66
Dbndd2	61.72	-0.84	0.37	-2.24	0.025	0.097	40.03	83.4	42.71	37.34	81.41	85.4
Dbnl	3286.08	-0.47	0.16	-2.85	0.0044	0.027	2742.86	3829.29	2773.7	2712.03	3812	3846.59
Dbp	40.02	0.5	0.41	1.21	0.23	0.44	49.54	30.51	54.73	44.34	30.53	30.5
Dbr1	630.06	-0.17	0.2	-0.82	0.41	0.63	591.61	668.52	559.28	623.94	657.51	679.53
Dbt	587.37	0.22	0.21	1.02	0.31	0.53	634.67	540.06	687.42	581.93	488.44	591.69
Dbx1	0.33	0.09	0.15	0.56	0.57	2	0.67	0	1.33	0	0	0
Dbx2	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Dcaf10	1076	0.05	0.18	0.28	0.78	0.89	1095.8	1056.19	1107.88	1083.72	1077.85	1034.54
Dcaf11	1487.53	0.15	0.17	0.86	0.39	0.61	1567.61	1407.44	1568.38	1566.85	1416.78	1398.09
Dcaf12	2433.77	-0.11	0.17	-0.67	0.5	0.7	2333.35	2534.2	2199.74	2466.97	2514.98	2553.41
Dcaf13	1676.85	-0.37	0.18	-2.11	0.035	0.12	1454.65	1899.04	1466.94	1442.37	2002.28	1795.81
Dcaf15	2888.22	-0.81	0.17	-4.78	1.70E-06	3.10E-05	2068.42	3708.02	1998.19	2138.66	3514.55	3901.49
Dcaf17	471.45	0.54	0.21	2.56	0.01	0.051	564.38	378.52	559.28	569.48	378.85	378.19
Dcaf4	243.87	0.23	0.26	0.91	0.36	0.58	265.97	221.77	292.32	239.62	232.48	211.06
Dcaf5	2606.96	-0.03	0.17	-0.19	0.85	0.92	2574.75	2639.17	2605.52	2543.99	2407.74	2870.61
Dcaf6	490.76	0.03	0.21	0.15	0.88	0.94	496.45	485.07	515.23	477.68	451.65	518.49
Dcaf7	6360.94	-0.06	0.19	-0.29	0.77	0.88	6232.1	6489.78	6365.63	6098.56	5357.15	7622.42
Dcaf8	2347.37	0.43	0.17	2.49	0.013	0.059	2705.91	1988.84	2764.36	2647.46	1870.77	2106.9
Dcakd	277.3	0.34	0.24	1.38	0.17	0.36	312.83	241.78	323.02	302.63	259.09	224.48
Dcbld1	0.3	-0.08	0.15	-0.55	0.58	2	0	0.61	0	0	0	1.22
Dcbld2	20.38	-0.47	0.45	-1.05	0.29	2	14.29	26.47	10.68	17.89	18.79	34.16
